TransactionID,TransactionType,IsEmployee,IsRefurb,IsBeerBike,TurnaroundTime,QueueBikes,QueueRepairs,ModelRepairCost,OtherRepairCost,RepairCost,PartCost,TotalCost,DayCreated,DayCompleted,RearFlatRepair,AdjustRimBrake,InstallingLever,InstallBrakePads,InstallBrake,InstallBrakeCable,HeadsetAdjustment,AdjustDiskBrake,HeadsetOverhaul,WrapHandlebars,InstallGrips,InstallHandlebars,AdjustBottomBracket,InstallBottomBracket,InstalStem,InstallShifter,OverhaulBottomBracket,InstallShifterCable,InstallDerailleur,MajorClean,AdjustFrontDerailleur,AdjustRearDerailleur,AlignDerailleurHanger,InstallRearRack,ReplacePedals(Set),ReplacePedal(Single),ReplaceChain,InstallFreewheel,ReplaceCrankset,InstallBasket,FlatRepair,InstallCassette,ReplaceOneTube,ReplaceOneTire,InstallOneTire,HubOverhaul(Front),CleanAndLubeChain,HubOverhaul(Rear),CoasterHubOverhaul,Level1TuneUp,AdjustHubBearings(Front),Level2TuneUp,Level3TuneUp,AdjustHubBearings(Rear),MinorAdjustment,InstallWheel,FrontWheelTrue,RearWheelTrue,BrakeBleed(Single),BrakeBleed(Both),BikeBuild,InstallFrontSpoke,InstallRearSpoke,InstallSaddle,TapThreads,BrakeArmInstall,On-BikeWheelTrue,InstallHoods,PatchTube,ReplaceChainring,ReplaceBrakeLever,InstallSingle/UsedFender,FrontFlatRepair,StraightenBrakeLever,ReplaceRimTape,ShortenChain,InstallCartridgeBottomBracket,ReplaceFork,BikeBuild,AdjustChainTension
9472,inpatient,false,false,false,12.092399111111112,12,35,64,0,64,39.92,103.92,239,241,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
9473,outpatient,false,false,false,0.40500244444444444,11,85,7,0,7,7.07,14.07,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9474,merch,false,false,false,0.01586122222222222,12,92,0,0,0,265.21,265.21,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,inpatient,false,false,false,0.1627387777777778,12,92,0,0,0,10.83,10.83,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,outpatient,false,false,false,0.4137866666666667,10,85,5,0,5,0.41000000000000014,5.41,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479,outpatient,false,false,false,0.02723577777777778,9,90,7,0,7,7.07,14.07,239,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,outpatient,false,false,true,59.157234333333335,9,90,20,0,20,51.45,71.45,239,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,outpatient,false,false,false,0.012582777777777778,10,110,9,0,9,15.899999999999999,24.9,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482,outpatient,false,false,false,38.68842988888889,10,110,10,0,10,0.8300000000000001,10.83,239,253,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,outpatient,false,false,false,0.006095666666666667,11,120,10,0,10,0.8300000000000001,10.83,239,239,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,merch,false,false,false,6.670430888888889,9,108,0,0,0,30.3,30.3,239,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,outpatient,false,false,false,1.7566022222222222,8,94,12,3,15,8.82,23.82,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
9489,outpatient,false,false,false,1.4308453333333333,8,109,22,0,22,8.309999999999999,30.31,240,240,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,merch,false,false,false,0.01395588888888889,9,131,0,0,0,2.17,2.17,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,inpatient,false,false,false,9.337304666666666,9,131,22,0,22,1.8200000000000003,23.82,240,241,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,inpatient,false,false,false,1.2249705555555555,10,153,7,0,7,7.07,14.07,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9495,merch,false,false,false,0.01591577777777778,10,160,0,0,0,248.98,248.98,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,outpatient,false,false,false,0.014735222222222222,10,160,7,0,7,23.31,30.31,240,240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,inpatient,false,false,false,38.15047088888889,7,116,0,0,0,382.11,382.11,240,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,inpatient,false,false,false,44.68710155555556,8,116,0,0,0,270.63,270.63,240,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,inpatient,false,false,false,41.22770777777778,9,116,0,0,0,300.92,300.92,240,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,inpatient,false,false,false,54.79060722222222,10,116,0,0,0,270.63,270.63,240,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,inpatient,false,false,false,39.04832611111111,11,116,0,0,0,300.92,300.92,240,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,inpatient,false,false,false,38.65636744444444,12,116,0,0,0,324.75,324.75,240,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,inpatient,false,false,false,0.018893555555555556,11,116,7,0,7,7.07,14.07,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9506,inpatient,false,false,false,0.37373711111111113,9,94,7,3,10,7.32,17.32,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
9507,inpatient,false,false,false,0.21091822222222223,9,40,0,0,0,309.58,309.58,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,outpatient,false,false,false,0.25753966666666667,8,30,20,0,20,43.87,63.87,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,inpatient,false,false,false,8.24907311111111,8,30,13,0,13,1.0700000000000003,14.07,241,242,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,inpatient,false,false,false,8.201908666666666,9,43,20,0,20,1.6499999999999986,21.65,241,242,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,merch,false,false,false,0.001813888888888889,10,63,0,0,0,30.3,30.3,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,outpatient,false,false,false,0.16538111111111112,10,63,7,0,7,7.07,14.07,242,242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,outpatient,false,false,false,0.5543288888888889,9,37,0,35,35,2.8900000000000006,37.89,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,outpatient,false,false,false,0.2636363333333333,9,65,7,0,7,7.07,14.07,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9516,merch,false,false,false,0.04793088888888889,10,72,0,0,0,41.12,41.12,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,merch,false,false,false,0.017179555555555556,10,72,0,0,0,30.3,30.3,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,inpatient,false,false,false,0.423239,9,65,19,0,19,16.72,35.72,242,242,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,inpatient,false,false,false,0.20291022222222221,8,30,7,0,7,7.07,14.07,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9520,inpatient,false,false,false,49.26152388888889,8,30,34,0,34,15.79,49.79,242,258,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9521,inpatient,false,false,false,0.6381426666666666,9,64,14,0,14,14.149999999999999,28.15,242,242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9522,inpatient,false,false,false,0.352525,10,78,7,0,7,7.07,14.07,242,242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,inpatient,false,false,false,0.14454566666666666,9,64,24,0,24,19.299999999999997,43.3,242,242,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,merch,false,false,false,0.010258,9,64,0,0,0,30.3,30.3,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,outpatient,false,false,false,0.24290111111111112,9,64,8,3,11,0.9100000000000001,11.91,243,243,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9528,outpatient,false,false,false,0.8707083333333333,9,64,7,0,7,7.07,14.07,243,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,merch,false,false,false,0.18746844444444444,10,71,0,0,0,355.05,355.05,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,merch,false,false,false,0.0036266666666666665,11,71,0,0,0,16.24,16.24,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,outpatient,false,false,false,1.146371888888889,11,71,14,0,14,14.149999999999999,28.15,243,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9532,merch,false,false,false,0.002947777777777778,11,85,0,0,0,16.24,16.24,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,merch,false,false,false,5.105274555555555,11,85,0,0,0,10.35,10.35,243,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,inpatient,false,false,false,8.898417,11,78,0,40,40,3.299999999999997,43.3,243,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
9535,inpatient,false,false,false,46.564615777777774,12,118,34,0,34,37.45,71.45,243,258,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,inpatient,false,false,false,1.2145724444444443,13,152,14,0,14,14.149999999999999,28.15,243,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9537,outpatient,false,false,false,0.9120846666666667,14,166,12,0,12,7.489999999999998,19.49,243,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,inpatient,false,false,false,14.364497111111111,14,164,67,0,67,6.609999999999999,73.61,243,246,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
9541,outpatient,false,false,false,47.37430533333333,14,219,7,0,7,28.72,35.72,243,258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,outpatient,false,false,false,0.0071545555555555555,14,212,20,3,23,1.8999999999999986,24.9,243,243,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9546,outpatient,false,false,false,0.450949,13,172,17,0,17,7.899999999999999,24.9,244,244,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,merch,false,false,false,0.007596333333333333,14,189,0,0,0,265.21,265.21,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,outpatient,false,false,false,2.358116888888889,14,189,12,0,12,0.9900000000000002,12.99,244,244,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,outpatient,false,false,false,0.4560618888888889,14,184,13,0,13,7.57,20.57,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,inpatient,false,false,false,0.3736727777777778,15,197,30,0,30,2.479999999999997,32.48,244,244,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9552,outpatient,false,false,false,0.006403888888888889,14,184,8,0,8,0.6600000000000001,8.66,244,244,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,outpatient,false,false,false,1.3799116666666666,14,184,33,0,33,17.880000000000003,50.88,244,244,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,outpatient,false,false,false,0.232994,15,217,0,0,0,238.15,238.15,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,merch,false,false,false,0.005191777777777778,16,217,0,0,0,265.21,265.21,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,inpatient,false,false,false,259.5125477777778,15,217,26,0,26,36.79,62.79,244,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,merch,false,false,false,0.009000777777777778,13,198,0,0,0,12.99,12.99,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,inpatient,false,false,false,1.688356,13,198,36,0,36,2.969999999999999,38.97,245,245,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,outpatient,false,false,false,1.3250128888888888,14,234,17,0,17,7.899999999999999,24.9,245,245,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,outpatient,false,false,false,1.269036888888889,15,251,19,3,22,19.14,41.14,245,245,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9564,merch,false,false,false,0.05263355555555556,16,273,0,0,0,49.8,49.8,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,merch,false,false,false,0.11408866666666667,16,273,0,0,0,18.4,18.4,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,inpatient,false,false,false,30.467639777777777,17,273,91,0,91,29.159999999999997,120.16,245,254,1,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9568,inpatient,false,false,false,9.049387,14,289,20,0,20,1.6499999999999986,21.65,245,246,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,inpatient,false,false,false,0.2973662222222222,15,309,9,0,9,27.810000000000002,36.81,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,merch,false,false,false,0.0026224444444444446,15,309,0,0,0,16.24,16.24,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,inpatient,false,false,false,23.657331222222222,15,309,32,10,42,87.9,129.9,246,254,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9574,inpatient,false,false,false,24.156868777777778,16,351,70,3,73,6.019999999999996,79.02,246,254,,1,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9575,outpatient,false,false,false,0.002739,17,424,7,0,7,7.07,14.07,246,246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,inpatient,false,false,false,1.0030382222222223,17,424,24,0,24,1.9800000000000004,25.98,246,246,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,outpatient,false,false,false,0.007017777777777778,18,448,0,3,3,2.41,5.41,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9578,inpatient,false,false,false,0.170531,18,448,7,0,7,7.07,14.07,246,246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,merch,false,false,false,1.5457446666666668,19,455,0,0,0,6.49,6.49,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,merch,false,false,false,0.0015823333333333334,18,381,0,0,0,6.49,6.49,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,inpatient,false,false,false,0.16812833333333332,17,357,14,0,14,17.39,31.39,246,246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9582,outpatient,false,false,false,0.6235768888888888,16,337,5,0,5,0.41000000000000014,5.41,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,merch,false,false,false,0.03709744444444445,17,342,0,3,3,0.25,3.25,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9584,inpatient,false,false,false,0.1857361111111111,17,342,20,0,20,9.23,29.23,246,246,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,inpatient,false,false,false,10.609995111111111,15,337,35,0,35,11.549999999999997,46.55,246,248,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
